image,match,width,height,channels,sha256,bytes,non_zero_cells,dominant_label,labels_present
GTvsLSG_image_294.jpg,GTvsLSG,800,600,3,43ccf62d7835bb411eda7d703bd2a9c473695a094a07c498a553d7409bbf6ed1,114538,6,5,"3,5"
GTvsLSG_image_296.jpg,GTvsLSG,800,600,3,866bdef5c79caddf2c9df7cd9d47118d68b14dc551ea8856b0d3fd97250878f8,108732,5,3,3
GTvsLSG_image_297.jpg,GTvsLSG,800,600,3,0225c34bb35c6a8bc20fef78de747605e63d4873037bee2710f4cf9f110abc04,117167,6,5,5
GTvsLSG_image_3.jpg,GTvsLSG,800,600,3,c00078ff4160f9502ac0df97827052a35487057b2e38d75c00b090ff4f66dd27,112545,13,5,5
GTvsLSG_image_304.jpg,GTvsLSG,800,600,3,64b799ecc3ab54c5bd66199113ec2e7847e896f136e0c1911255b81e92a8016e,91220,3,5,5
GTvsLSG_image_305.jpg,GTvsLSG,800,600,3,0b9cf49ff1c273117335c7010601fe621de7bc2d0b6e54cdd718d0f4fb83096e,110841,6,5,5
GTvsLSG_image_306.jpg,GTvsLSG,800,600,3,81b0ef21bb3d853de108d581b5d7ffdb84ebcc0cd59fbf59dcb876e93ff4f3f9,99359,8,5,5
GTvsLSG_image_308.jpg,GTvsLSG,800,600,3,1ac7ddc47e848ebbe01496702b5c7b1a90a9b629cab434c106d75cb63793ceb5,94226,6,5,5
GTvsLSG_image_310.jpg,GTvsLSG,800,600,3,6d53a9e924c9eb856a8eb75d825f14073ebd4556e55a7c49931012ede86a2952,130723,14,3,"3,5"
GTvsLSG_image_316.jpg,GTvsLSG,800,600,3,c0e6992f905cda8611c275b42310f3a85332531beab5fd573a135131abdb0ebe,95507,5,5,5
GTvsLSG_image_32.jpg,GTvsLSG,800,600,3,194d2f1f989f351934448e6e9cc79ff1044f9b7c089fef5479177d626ba05809,84467,9,5,5
GTvsLSG_image_320.jpg,GTvsLSG,800,600,3,ab2b05df5196fb4c18c88a137fd11d0add57582fa138aa7fbcc8d23f34a0e75c,85222,7,3,3
GTvsLSG_image_322.jpg,GTvsLSG,800,600,3,7890baaa20600a2fafb5657862d8c207ede0e47dca17616ebbb05cc80962a272,107694,5,3,3
GTvsLSG_image_323.jpg,GTvsLSG,800,600,3,dfd9c346949bd01640342cd439a833f2202ddbf1255f986ecfea0f697fe098f5,102877,2,3,3
GTvsLSG_image_33.jpg,GTvsLSG,800,600,3,27c843db5a269ccf5dae7f8efe780ab4294aaf35e6a14a3a5ace1ef08bc01631,119118,6,5,5
GTvsLSG_image_347.jpg,GTvsLSG,800,600,3,5cc495bce3d3f8fb90f20d24d9e6f06b9f5ca878db5c570337d2fbbde438af44,97315,6,3,"3,5"
GTvsLSG_image_350.jpg,GTvsLSG,800,600,3,8c2c812f572d8b81c0794dda64a4e85b6130d4555c556042fee782815f85c857,141291,4,3,3
GTvsLSG_image_36.jpg,GTvsLSG,800,600,3,ea28d87dd3b9ccef1db1200da200d756fc44660d3d0df8a3b17b2eb7d1d3ed50,173000,6,5,5
GTvsLSG_image_360.jpg,GTvsLSG,800,600,3,11a4ad2d85d038d6bbdaa065b5f9bc215f79e1a488a91e74c74d1fb50a52157d,93124,8,3,3
GTvsLSG_image_361.jpg,GTvsLSG,800,600,3,4790e4496420b6c02f381e9f49427fd9602c45a89441154aad5622d5100cdfd3,99056,22,3,3
GTvsLSG_image_37.jpg,GTvsLSG,800,600,3,9afcbdd6c883bcdf0650742696452549f57c1511766ef11b9c14e2fab945c85d,176556,7,5,5
GTvsLSG_image_370.jpg,GTvsLSG,800,600,3,7b86a8e26975af137c5068cbd77e5b686d1d59bc15bf907105761b53e09edaba,99686,5,3,3
GTvsLSG_image_391.jpg,GTvsLSG,800,600,3,b251c9aa7b08bba8414f0eccaf0e4c800518c5554ef849226e7733f11bca6842,102284,6,3,3
GTvsLSG_image_41.jpg,GTvsLSG,800,600,3,07c5595e28470f3d8f89ff09b58d16270c748b46a0f6432f93cfc33a085f0349,103581,4,5,5
GTvsLSG_image_45.jpg,GTvsLSG,800,600,3,1f168cde84bf46bfdec6f5ae53fc1bcd86d8c657543506e7f598926b4efc1939,106169,6,5,5
GTvsLSG_image_46.jpg,GTvsLSG,800,600,3,bcb3fbbdce051d6b58e2b5505e122d6a125d8ebc6136f78cb9a7bfc691bc343d,113243,13,5,5
GTvsLSG_image_48.jpg,GTvsLSG,800,600,3,ccc365395e4b1b1e8281d04f74a775fb917ecaba12902a8d8773290b7ce2fa6d,115690,11,5,5
GTvsLSG_image_49.jpg,GTvsLSG,800,600,3,7937784ad91826ca9d7f8b6b6c59a917313ab5ada8527c59ba6e3e8e73df9aff,98016,6,5,5
GTvsLSG_image_51.jpg,GTvsLSG,800,600,3,dcdc29dc1b29614a83696968384c55d347790bd37737871a2886b42cac28df8d,98222,5,3,3
GTvsLSG_image_52.jpg,GTvsLSG,800,600,3,66f17295ae307e989082113ca0965d354183d08b04e73f8a81457200429f2839,93084,7,5,5
GTvsLSG_image_53.jpg,GTvsLSG,800,600,3,3ba786755c6a2605bfd83b10c77995becce0247d72d2585e302234ad9a6c4481,108302,23,5,5
GTvsLSG_image_54.jpg,GTvsLSG,800,600,3,cb7ccd8959754aa01de771306219f5d86e533f3e576dd784881cd294cb8d22d8,118468,10,5,5
GTvsLSG_image_55.jpg,GTvsLSG,800,600,3,7cb67827648162c8038c1181ad177e7509e2c86f477495870ed0c4b544c465d3,101776,6,3,3
GTvsLSG_image_8.jpg,GTvsLSG,800,600,3,438796b24519451fbb272754071876f9a5235ca20b2175cfdf4639f5be03510c,107993,25,5,5
GTvsLSG_image_9.jpg,GTvsLSG,800,600,3,a575adecb29cb419a1a1a45a04cd220e33ade1eba202707f806fd66eef7b48ca,99832,3,3,3
GTvsMI_image_0.jpg,GTvsMI,800,600,3,c0e95aac4fe8b498c92f01e1ea17a137a65e14c2cf8d5e01f5802a7cf4db146e,113075,13,3,3
GTvsMI_image_102.jpg,GTvsMI,800,600,3,26d2266c31c63fa091cab89a87a9acf8364b62a11040f16ade5e74dd17d2bd11,109383,11,3,3
GTvsMI_image_104.jpg,GTvsMI,800,600,3,e6f7ef2a5787146ac0c78eb91dd2b62bb8f685623253dfa8c0812dcd54763f84,125457,14,6,6
GTvsMI_image_106.jpg,GTvsMI,800,600,3,5d40fe4b3648794a42678ae40b05e89a3163faf4afaaac887b77b74ad4807b8d,101123,9,3,3
GTvsMI_image_110.jpg,GTvsMI,800,600,3,7c0f76a77d4e83b9165c5717d465a225cffeac6e843dd26e1d71fb4f19c2c8c7,117847,21,6,"3,6"
GTvsMI_image_111.jpg,GTvsMI,800,600,3,fdc5ef2eb9551b656646aa3585dce6afb72450cd33c280fe65eb5c50e2d4cafe,176733,11,6,6
GTvsMI_image_113.jpg,GTvsMI,800,600,3,a76008de1c94c37f6f755de3fd3e1699e7f9337a3f1bfc3d262bb341f48edfaf,115415,3,3,3
GTvsMI_image_114.jpg,GTvsMI,800,600,3,a2798226f24c803c6aa80862d7e9d7eb2d470e91715799c7ec2dc9d92858328d,114027,7,3,"3,6"
GTvsMI_image_116.jpg,GTvsMI,800,600,3,da9d512896f0654ca45026e46008f4e549c6a835ff7d126ae6d78184df92ebbf,96995,15,6,"3,6"
GTvsMI_image_117.jpg,GTvsMI,800,600,3,d590d91a94d841727aabc6dba9dc9003f78a4011b837a685bde9d69764b56b47,103037,8,6,6
GTvsMI_image_119.jpg,GTvsMI,800,600,3,4978679d7e9c7808ad94eacd55388edf5eecee3749b1aaf0f6d36e9859648a9b,124352,9,6,"3,6"
GTvsMI_image_120.jpg,GTvsMI,800,600,3,fced4f4c1a70bf23f1efe624e7828d165fe74a04a2122a8ef77d9944c294c981,89654,7,3,3
GTvsMI_image_121.jpg,GTvsMI,800,600,3,8f1483b846a711c36173935b758e6d46548501045194867549dd91d51b12b5e2,100021,5,6,6
GTvsMI_image_122.jpg,GTvsMI,800,600,3,536018edc116b520a107ab19c0c29fb0032224141cd68a6e837449e01f8338a1,107132,7,6,6
GTvsMI_image_124.jpg,GTvsMI,800,600,3,5758f2860929ac365674034583a2bcdc53e7558d5d1fb219be920a339061d5bc,127931,12,6,"3,6"
GTvsMI_image_125.jpg,GTvsMI,800,600,3,5388bd2f19e3c7957f361dbabf56c621e36f3cdd1118625f8bfbf328ec892dfe,93721,7,6,6
GTvsMI_image_127.jpg,GTvsMI,800,600,3,2fccacd6eb34d587ac41b6dd40880022452e8f6be30966f57d13caf7d6e703af,99919,7,3,3
GTvsMI_image_130.jpg,GTvsMI,800,600,3,d14821252eae820b2c9dd0e9daf9d8bde96e14f1e82e241df1a2ef0aba5a3e39,96165,10,3,3
GTvsMI_image_131.jpg,GTvsMI,800,600,3,4dda0619bb78cece6be6a734eaa3a30cba43dace4ff43372464230ca9cd44e37,121344,15,3,"3,6"
GTvsMI_image_134.jpg,GTvsMI,800,600,3,9ee7cbb02e6fa4791906eb6faf2611319bc26dde79a256890ed29ae835d5ff26,107342,14,3,"3,6"
GTvsMI_image_135.jpg,GTvsMI,800,600,3,82f1e73752dd59fbb3edbfbf6e5fc9f2938fd06c802a20f6e6ac9ed568b012cd,181848,10,6,6
GTvsMI_image_136.jpg,GTvsMI,800,600,3,c6247ac07209f83c5c9974884b27609be11dd5b1e218494b9f744e833af39c0e,108991,5,3,3
GTvsMI_image_14.jpg,GTvsMI,800,600,3,41c7febc383003ee56c2bdebd5a6ab11ad5541a91bfb55a65a5f2b23489c2305,100470,7,6,6
GTvsMI_image_209.jpg,GTvsMI,800,600,3,02c963a8374bd4ea0202217a222dd245e90bd376bf922e1c5d37d2577bf34e1c,133593,13,6,6
GTvsMI_image_210.jpg,GTvsMI,800,600,3,401e20719d339428a9fb0d9a65fa59228cd05a6f87a5369f47a23450faa7a9ef,106200,6,6,"3,6"
GTvsMI_image_211.jpg,GTvsMI,800,600,3,638c9e0613a9ac7b77449f73f27ac981a010f20405877e460cc9cd9c2eb793c1,124479,6,6,6
GTvsMI_image_212.jpg,GTvsMI,800,600,3,a76008de1c94c37f6f755de3fd3e1699e7f9337a3f1bfc3d262bb341f48edfaf,115415,2,3,3
GTvsMI_image_213.jpg,GTvsMI,800,600,3,856d05652cee1a05622e6d3fb05af66fe74dfd8ba0ea2de3bc21d526bc3dc81a,106886,5,6,6
GTvsMI_image_214.jpg,GTvsMI,800,600,3,880b9ae5d66171ae5d33c3ca83b7be1673734362c20deac3182505045d041d8d,101764,4,3,3
GTvsMI_image_215.jpg,GTvsMI,800,600,3,f5fd0ffe62a06f83a24e1eb0d563e648662154d17b0bb478b4d684ebb9ee4491,102265,5,6,6
GTvsMI_image_216.jpg,GTvsMI,800,600,3,911d863637302af000d75cda03017510036bbc607fd421495dd30ee3ad18d54e,115199,10,6,6
GTvsMI_image_217.jpg,GTvsMI,800,600,3,c9847906752105bedf0e6a0b7e2589d2071b8e2c21deb6fd3c2333f91feb6628,100390,2,3,3
GTvsMI_image_218.jpg,GTvsMI,800,600,3,8850c8de03b98c43c45d7c00881ae0f0a4d52ea36ba9a9d7cb47a6ddcf03f9e4,112583,6,6,6
GTvsMI_image_219.jpg,GTvsMI,800,600,3,efb81994fdeed4cdb764a834eb1bc5ddac4ca8037c5a3f804c4702b82746f75d,94518,12,3,"3,6"
GTvsMI_image_220.jpg,GTvsMI,800,600,3,98b8259f565ccae303f61ab47b238656614a0e96222f99442d89941d96c5a6ec,136806,9,6,6
GTvsMI_image_221.jpg,GTvsMI,800,600,3,e6b1978c906dbc7f2e29cac04c89427509c9ff07dabbf761dfb1f522d55e816f,108679,10,3,3
GTvsMI_image_222.jpg,GTvsMI,800,600,3,1efdfde0b2a3d06c75f3861d6a6e2433764f92431d51ea5d643aa6e088081e7e,117291,6,6,6
GTvsMI_image_223.jpg,GTvsMI,800,600,3,bcf1dccdaeb3af8eac4a5fe6396231524ea2858f36f65a03bb074b7a6849b049,118427,12,3,"3,6"
GTvsMI_image_224.jpg,GTvsMI,800,600,3,38c1a6d07b22f8da55bdd66bd78f21ef0b7d70efb1d43a0c11d4dd2925be2ab1,117354,4,6,"3,6"
GTvsMI_image_225.jpg,GTvsMI,800,600,3,a66b22f41ce4389a94acfb7c9afb2dc011044f50ed188ecd47d9e6d710d38968,124497,8,6,6
GTvsMI_image_226.jpg,GTvsMI,800,600,3,8aedcf47fea73ccdfa07b3a2a96ddc51262823803320b2efa0da5c9eb9ed3335,132450,1,3,3
GTvsMI_image_227.jpg,GTvsMI,800,600,3,d48a00dfd678deb92a4d0abf468f7991f40efe99b0c880ca0f89e76dff698aa7,135647,3,6,6
GTvsMI_image_228.jpg,GTvsMI,800,600,3,4b8cbe3b468701c5831d5f751bb92a83e63d4e5f5f5abf4161ff542750eee5d0,100299,2,6,6
GTvsMI_image_229.jpg,GTvsMI,800,600,3,c66f2f45539cdf6ad87d8e77b162da5e6ed17af23013a49ccd36105032066ca5,106065,2,3,3
GTvsMI_image_231.jpg,GTvsMI,800,600,3,363d05e8961295a72ba97cfa653bffffb163685aacf92b2a8b7b34889db250b1,122857,5,6,"3,6"
GTvsMI_image_232.jpg,GTvsMI,800,600,3,1e0602b239f269fe2a9d22d254ed4f8d908e1c80ac87c25d9bcc3daeff3e34a0,107430,5,6,"3,6"
GTvsMI_image_234.jpg,GTvsMI,800,600,3,7d5486fc9516e80de555f36272e74d89bd845a16cb1b1d867ef1b84cad35f69c,94989,3,6,6
GTvsMI_image_235.jpg,GTvsMI,800,600,3,f2f4ec91aa8f67c549d59ce086dbcf6262e152a7d94c4aa5b280d57cf019dacd,92066,4,3,3
GTvsMI_image_236.jpg,GTvsMI,800,600,3,34bf4a24c9e15cf7662131aeea7113b1f1ad5e8e6434064a804693af3e0606c2,135108,9,6,"3,6"
GTvsMI_image_237.jpg,GTvsMI,800,600,3,e9af0b39fa8e4fbf5b21ddada02b6e8f151b859336d8c32be9fa00ebc38e3dab,88755,2,6,6
GTvsMI_image_239.jpg,GTvsMI,800,600,3,b0e2ab5f7dad0ec0d45ef555aca12ed591b9c3d32d151b9d7850fb87ba222a07,128565,10,6,6
GTvsMI_image_240.jpg,GTvsMI,800,600,3,f49c3ed044ed51df8a25d37d7fa3f93bd5c6726bdc2e1f798884d155a28ceaef,107353,1,3,3
GTvsMI_image_241.jpg,GTvsMI,800,600,3,2612114e40972e58d360de038716f400a60b9fdfe592d7c2acab9e511e7bb834,114075,14,6,6
GTvsMI_image_242.jpg,GTvsMI,800,600,3,26b0d11afa769b38a83eb6b86085a6e7b60a3bbb25d444cf594d5ad6602840e7,109468,3,6,6
GTvsMI_image_243.jpg,GTvsMI,800,600,3,b14995c2362c3aa51873f992879083d7e7a9180f0b140368039836e263ac7cd2,106620,3,3,3
GTvsMI_image_246.jpg,GTvsMI,800,600,3,f8acd635599fdb89b26b0104d211275d5dfc9f6dab8ad231ed2106608ffe65c9,110084,3,6,6
GTvsMI_image_247.jpg,GTvsMI,800,600,3,19ea25fd4200e851e20c481267573107fdb12c4f323d4b662752da8f83a07939,132764,11,3,3
GTvsMI_image_248.jpg,GTvsMI,800,600,3,af929abb46d3c7e208dc6187b2b49c6c4ba141c2c05c3afa51d3c827d7c561d0,114829,13,3,3
GTvsMI_image_249.jpg,GTvsMI,800,600,3,16617f92d39a6b45bc0bfe58295b50bc0e9cb1342931cc165881b99fde4619c9,150434,11,6,"3,6"
GTvsMI_image_250.jpg,GTvsMI,800,600,3,51a30a6947febe682e2f232cafbdaf5f09a77b6d673da97d51fb656d5f39075c,89234,4,3,3
GTvsMI_image_251.jpg,GTvsMI,800,600,3,0bf53a309531d3938dbe232bdaf92c9eaf57372532522ec68831e978b5b818ab,55373,5,3,3
GTvsMI_image_252.jpg,GTvsMI,800,600,3,20ed875dc37267a9c2d9e8e3ed265ae257f653c68a91029d7bba67a15c08239b,97071,5,3,3
GTvsMI_image_253.jpg,GTvsMI,800,600,3,c4496d86e74709916eda526c25f13fc8ea4f4688b5e06283fde115ff80feb477,125868,7,3,"3,6"
GTvsMI_image_254.jpg,GTvsMI,800,600,3,258f8d537c636c365ca6155f79a3fb5b45ff20301511cd36a92d89b369d23fda,166947,7,3,3
GTvsMI_image_255.jpg,GTvsMI,800,600,3,031a26384f7880d8c4d111f8e6325b859806089ce7b9b044ad8aaab87d510679,89171,6,3,3
GTvsMI_image_256.jpg,GTvsMI,800,600,3,7f7a1a7cc545b1258d04290a120202b74b403fda852b74965ba288c68c6ae5a2,154336,9,6,"3,6"
GTvsMI_image_257.jpg,GTvsMI,800,600,3,0fa9598534025c8e3fa40c8a0c3dd19067bb36549a7513dc279bb31d84a54ee5,144470,7,3,3
GTvsMI_image_258.jpg,GTvsMI,800,600,3,decf4b9b03c5c126a1e5a03dd4a7af09d03e2810429f18055977d5473bf90bbb,116924,10,3,"3,6"
GTvsMI_image_259.jpg,GTvsMI,800,600,3,284ca7d83a518c37df6cb40f245be1ca33606481ba30575be47a3a0b0bbea007,97119,8,6,6
GTvsMI_image_260.jpg,GTvsMI,800,600,3,ee96b3bc325e4251259ebb0e8097a8b8c628b7699720da60ec2ff28a3302a0a1,99807,6,3,3
GTvsMI_image_261.jpg,GTvsMI,800,600,3,d104bc22ae9443cc53f6b6009a4465c6497b58e64e50e9f565a6a507e7338a40,96037,4,3,3
GTvsMI_image_262.jpg,GTvsMI,800,600,3,a1902823e0dd4d2d6cc4631181e6c9b8be87797ea07d4ea96d34fa9d443fab72,94419,3,6,6
GTvsMI_image_263.jpg,GTvsMI,800,600,3,03fa082579129463683f9ef4a77c3a4ad3273c7f1b155adb9c8c3c4322d42fa8,86937,6,3,3
GTvsMI_image_264.jpg,GTvsMI,800,600,3,9e1ef2b006d9462094e745b70e557ecf7cc80ecf64f924f3efd210b7d5824ddc,128861,12,6,6
GTvsMI_image_265.jpg,GTvsMI,800,600,3,5ac71f62a0e6e383d1825eaf2e12c517c8367a732e74ec6036a72d80eefae45d,113187,10,3,"3,6"
GTvsMI_image_266.jpg,GTvsMI,800,600,3,e92143f8db2e9878ba8fdffcb7d85163a09fef4b2fb61bd832ed053271366f7c,105544,5,3,"3,6"
GTvsMI_image_267.jpg,GTvsMI,800,600,3,9b97420ef0ecc41e855355eee5786dee584e0e129fef14394c6e71bfc8603f9a,94294,2,6,6
GTvsMI_image_268.jpg,GTvsMI,800,600,3,0802016c44b42fde5a78e413e568c6c4f63a9d0b59c45a19916d10deff521852,63363,6,3,3
GTvsMI_image_269.jpg,GTvsMI,800,600,3,36c2b26c876e4e797632bcc02cfe616e3c3e088a31097f72f868ecc004b9ca58,118735,8,6,6
GTvsMI_image_270.jpg,GTvsMI,800,600,3,84c02eb12d0529f279a2097f64610a874289c1139f20dbabc6948ddd9b167af1,109978,6,6,6
GTvsMI_image_271.jpg,GTvsMI,800,600,3,d07cf3c1f58a6f0633e83616f97c8e4f6b209ed44ff92bd6dcb31abde3bb5717,100560,3,6,6
GTvsMI_image_272.jpg,GTvsMI,800,600,3,209303d50f85f55a29b2bf49bc87466e01f592af12a55904fdf4bc065dab8f7c,115562,7,3,3
GTvsMI_image_273.jpg,GTvsMI,800,600,3,9585401ac0267cec4140c9e76121294007b779fbb059982bdd04c13195e8ee5a,111361,6,6,6
GTvsMI_image_274.jpg,GTvsMI,800,600,3,e2f5bed962ab989a857fcd8e03f53fe8a1aa6c5273e5e0e86b3913f4410d208e,114910,12,3,3
GTvsMI_image_275.jpg,GTvsMI,800,600,3,25853d755edfa05c499eeae530ec067294a879692108f9dd87c2d5b6c451cb50,105508,7,3,3
GTvsMI_image_276.jpg,GTvsMI,800,600,3,5ac60fbffac5cdf1c4c091597a9450655109e72a4e1f0e6208804d548e891f47,106110,3,6,6
GTvsMI_image_277.jpg,GTvsMI,800,600,3,1ba58d072d7a624ca3ef3d29460bf294fd3943aaae1196b493e71ea368fd2fb3,124405,17,3,"3,6"
GTvsMI_image_278.jpg,GTvsMI,800,600,3,d88aa614408a685b0034f632a5e7b427b90b7294a3eeac5271047a854daeea9e,118980,5,6,6
GTvsMI_image_58.jpg,GTvsMI,800,600,3,c8b85d8b7fd163388972a41c74f9cbd694f433fe691789f581cb607115b039ce,110573,15,3,"3,6"
GTvsMI_image_63.jpg,GTvsMI,800,600,3,23bf3c7977de297ef3708970089eec47e9132313baf05bfeb8d9f98e23f67b81,107991,21,6,"3,6"
GTvsMI_image_69.jpg,GTvsMI,800,600,3,cde384852290311c964c6dc5d4cdc13ec1b90c39026eaa1ccc27d4daea832cec,103753,3,3,3
GTvsMI_image_71.jpg,GTvsMI,800,600,3,a6ef20b974edcf4c7cd7559678c3701d1a795beb81e1fcace88de713b73fb558,105653,6,6,6
GTvsMI_image_73.jpg,GTvsMI,800,600,3,1f4860096a7678609646c66ba74807abe15013c01e6fbc6b4bc34f401a318d32,120616,13,3,"3,6"
GTvsMI_image_79.jpg,GTvsMI,800,600,3,452e72586144faf698dfda8bec1d284b7e927f8a5b1e900de55c2ce0231317f7,104347,7,6,6
GTvsMI_image_81.jpg,GTvsMI,800,600,3,e1e50aedb2dd4c287fade42c7e0e7db446c51ad6af8353396aaa6a3b78ca4d34,77977,9,3,3
GTvsMI_image_83.jpg,GTvsMI,800,600,3,3f77dd7398699775e4e4b72dcc97fc93d22555524472301106bc1acb9af22240,127061,7,6,"3,6"
GTvsMI_image_86.jpg,GTvsMI,800,600,3,759a2c3e29ffc582bd49b0115b00f3538e1365e2cec30c6e9f922c41a0db2f4b,117640,5,6,6
GTvsMI_image_87.jpg,GTvsMI,800,600,3,f9e365a7cc8d08aa0d1bb110ab902df972de3c7d796862dcc5cc048f972b827e,96880,19,3,3
